Name,Type,Sub_Type,Faction,Prefixes,Suffixes,Food_Cost,Wood_Cost,Gold_Cost,Favor_Cost,Pop_Cost,Training_Time,Buildpoints,Hitpoints,Line_of_Sight,Attack_Type,Rate_of_fire,Bonus_Multiplier,Maximum_range,Hack_Damage,Pierce_Damage,Divine_Damage,Crush_Damage,Hack_Armor,Pierce_Armor,Crush_Armor,Velocity,Focus,Description,God_Of
watch tower greek,tech,,,,,,250.0,150.0,,,15,,,,,,,,,,,,,,,,,,
watch tower japanese,tech,,,,,,250.0,150.0,,,15,,,,,,,,,,,,,,,,,,
watch tower norse,tech,,,,,,250.0,150.0,,,15,,,,,,,,,,,,,,,,,,
weightless mace,tech,,,,,,75.0,100.0,20.0,,40,,,,,,,,,,,,,,,,,"• Oceanus increases Katapeltes' speed and attack.
• Katapeltes: Speed +10%
• Katapeltes (Hero): Speed +10%
« Katapeltes: Melee Attack Damage (All Types) +15%
« Katapeltes (Hero): Melee Attack Damage (All Types) +15%
",
will of kronos,tech,,,,,,,150.0,10.0,,40,,,,,,,,,,,,,,,,,"• Ares upgrades your Cyclopes to Elder Cyclopes, which
inflict damage over a wider area.
« Cyclops: Adds 1.50 to Throw Damage Area
« Cyclops: Adds 1.50 to Melee Attack Damage Area
",
wind sickles,tech,,,,,100.0,,,20.0,,20,,,,,,,,,,,,,,,,,"• Ame-no-Uzume upgrades Kamaitachis to Razorwind
Kamaitachis, which deal significantly more damage.
• Kamaitachi: All Actions Damage (All Types) +40%
",
winged messenger,tech,,,,,,,50.0,3.0,,30,,,,,,,,,,,,,,,,,"• Hermes grants you a respawning Pegasus and significantly
improves the speed and line of sight of Pegasi.
« Pegasus: Speed +20%
• Pegasus: Adds 6.00 LOS
",
wings of itzpapalotl,tech,,,,,,,200.0,22.0,,30,,,,,,,,,,,,,,,,,"• Itzpapalotl sharpens the wings of your Obsidian
Butterflies, increasing their movement speed, bleed and
special attack damage.
• Obsidian Butterfly: Speed +10%
• Obsidian Butterfly: Charged Melee Attack Damage (All
Types) +33.3%
",
wings of the south,tech,,,,,,,150.0,12.0,,25,,,,,,,,,,,,,,,,,"• Huitzilopochtli increases the movement speed and
training rate of all War Hut units.
* Tlamanih Spearman: Speed +10%
• Tequihua Archer: Speed +10%
• Tlamanih Spearman: Train time -40%
• Tequihua Archer: Train time -40%
",
winter harvest,tech,,,,,100.0,,,20.0,,40,,,,,,,,,,,,,,,,,"• Skadi's harvest causes Food to be gathered faster,
especially from Farms.
• Villager: Gather Work Rate for Farm •20%
* Villager: Gather Work Rate for Huntable +10%
• Villager: Gather Work Rate for Herdable +10%
• Villager: Gather Work Rate for Berry Bush +10%
",
wisdom of nine,tech,,,,,100.0,,,10.0,,40,,,,,,,,,,,,,,,,,"• Inari Okami upgrades Kitsunes to Nine-Tailed Kitsunes,
which have more hitpoints and line of sight. Friendly units
can simultaneously have their speed increased by two Nine-
Tailed Kitsunes.
• Kitsune: Adds 5.00 LOS
• Kitsune: Adds 1.00 to Speed Boost Stack Limit
• Kitsune: Hitpoints +75%
",
wrath of the deep,tech,,,,,,,100.0,15.0,,40,,,,,,,,,,,,,,,,,"• Njord upgrades Krakens to deadly Trench Krakens, which
have more hitpoints and can capsize ships more often.
• Kraken: Hitpoints +40%
• Kraken: Ability Recharge Time -25%
",
xuanyuan's bloodline,tech,,,,,,,250.0,20.0,,10,,,,,,,,,,,,,,,,,"• Huangdi temporarily grants infantry units additional
damage and regeneration while fighting when nearby allied
infantry units die.
• Infantry: On Death: Gives 25% Damage to nearby Infantry.
• Infantry: On Death: Gives 25% Lifesteal to nearby Infantry.
• Duration: 3 seconds.
",
ydalir,tech,,,,,150.0,100.0,,20.0,,15.2,,,,,,,,,,,,,,,,,"• Ullr gifts you his famed yew dales, enabling Portable
Rams an age earlier, and improving the work speed of all
Hill Forts.
• Portable Ram enabled
• Fortresses: Training and Research Work Rate +20%
",
amaterasu,major_god,,,,,,,,,,,,,,,,,,,,,,,,,,Focus: Economy and Samurai.,"• Earns an increasing Gold trickle with each Bushid6 tier.
• Samurai and Onna-mushas earn 300% more XP outside
of combat.
• Shrines increase the content of nearby resources, up to
150%.
• Samurai and Onna-mushas regenerate hitpoints (2x
faster in combat).
",GODDESS OF THE SUN
demeter,major_god,,,,,,,,,,,,,,,,,,,,,,,,,,Focus: Expansion and Resource Gathering.,"• Herdables improve Favor gather rate when near a
Temple. (max. 10 herdables per Temple)
• Town and Village Centers spawn Herdables on age up.
• Buildings build faster when close to Gold mines.
• +1 Villagers can work a Farm.
• Village Centers have additional HP and increased
attack per garrisoned Villager.
",GODDESS OF THE HARVEST AND AGRICULTURE
freyr,major_god,,,,,,,,,,,,,,,,,,,,,,,,,,Focus: Technology and Defense.,"• Has a potent defensive God Power that gets more
powerful with each age advancement.
• Technologies cost -50% Food, Wood, and Gold, but
take 150% longer to research.
• Hill Forts and Hill Fort units +10% damage.
• Repairing buildings is free.
• Gatherers and Dwarves can repair.
",GOD OF FERTILITY AND KINGSHIP
fuxi,major_god,,,,,,,,,,,,,,,,,,,,,,,,,,Focus: Human Soldiers and Heroes.,"• God Blessing: Yin and Yang
• On Favored Land: Buildings research 300% faster and
Military Camp/Machine Workshop additions cost -25%.
• Gains access to Nezha in the Classical Age, an
additional legendary hero that gets stronger each age.
","GOD OF CIVILIZATION, CULTURE, AND HEAVEN"
gaia,major_god,,,,,,,,,,,,,,,,,,,,,,,,,,Focus: Economy and Buildings.,"• Start with Hero Citizens and promoting Citizens to
heroes costs -25%.
• The Economic Guild and its technologies are 35%
cheaper, and can be researched an age earlier.
• Economic Buildings (Town Centers, Manors, Economic
Guilds, and Markets) grow Lush.
• Lush heals friendly units and buildings (1 HP/second).
",GODDESS OF THE EARTH
hades,major_god,,,,,,,,,,,,,,,,,,,,,,,,,,Focus: Ranged Soldiers and Buildings.,"• 20% chance for fallen humans to return as Shades.
• Myth units +15% hitpoints.
• Ranged soldiers and heroes +1 range and +1 LoS.
• Ranged fortifications +2 range.
• Ballistics and Burning Pitch are researched instantly
for free in their respective ages.
",GOD OF THE UNDERWORLD
huitzilopochtli,major_god,,,,,,,,,,,,,,,,,,,,,,,,,,Focus: Conquest and Expansion.,"• Temples, Great Temples, Village- and Town Centers
refund 33% of their cost upon completion.
• Collecting tonalli earns resources in addition to Favor
•qual to 5% of the defeated unit's cost.
• Shorn Ones have +10% hitpoints and generate +100%
more tonalli in combat.
",LORD OF WAR AND THE SUN
isis,major_god,,,,,,,,,,,,,,,,,,,,,,,,,,Focus: Technology.,"• Town Centers and Citadel Centers support +5
population.
• Monuments shield against enemy God Powers (25
range; 50 when empowered).
• Empowered Monuments heal nearby units (50 range)
and generate Favor 100% faster.
• Technologies cost -10%.
• Obelisks cost -5 Gold, and are built 60% faster.
",GODDESS OF MAGIC AND HEALING
kronos,major_god,,,,,,,,,,,,,,,,,,,,,,,,,,Focus: Siege and Myth Units.,"• Can time-shift buildings to new locations (Towers &
Palaces cost 50% of their price to shift, others are free).
• Buildings are constructed 25% faster per nearby
Manor.
• Receive 2 free myth units instead of 1 when advancing
to the next age.
• Lost siege and myth units return 20% of their resource
cost.
",RULER OF THE TITANS
loki,major_god,,,,,,,,,,,,,,,,,,,,,,,,,,Focus: Myth Units.,"• Damaging enemy units can spawn myth units. (Human
soldiers contribute 10%; Hersirs 50% of damage dealt.)
• Human soldiers and heroes +10% counter damage.
• Buildings are constructed 10% faster.
• Ox Carts are 50% cheaper.
• Transforming Gatherers and Dwarves into Berserks is
50% cheaper.
",GOD OF TRICKERY AND SHAPESHIFTING
nuwa,major_god,,,,,,,,,,,,,,,,,,,,,,,,,,"Focus: Peasants, Kuafus, and Defense.","• God Blessing: Creator's Auspice
• On Favored Land: Foundations automatically
construct.
• Buildings spread Favored Land +1 range further.
• Cavalry +10% hitpoints.
",GODDESS OF CREATION AND THE EARTH
odin,major_god,,,,,,,,,,,,,,,,,,,,,,,,,,Focus: Great Hall units.,"• Gatherers and Dwarves hunt 10% faster.
• Great Hall units generate +25% Favor in battle.
• Human units and heroes regenerate 0.4 hitpoints/
second.
• 2 Raven scouts spawn once the first Temple is built,
and respawn a short time after being killed.
","GOD OF WAR, MAGIC, AND POWER"
of-tagline,major_god,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oranos,major_god,,,,,,,,,,,,,,,,,,,,,,,,,,Focus: Vision and Mobility.,"• Citizens can build a new Sky Passage each age.
• Units can enter Sky Passages to instantly teleport
between them.
• All units have +4 Line of Sight.
• Oracles generate +25% Favor at full Line of Sight.
• Damaged enemy units remain visible for 25 seconds.
",LORD OF THE SKIES
poseidon,major_god,,,,,,,,,,,,,,,,,,,,,,,,,,Focus: Cavalry and Economy.,"• Militia spawn from razed buildings.
• Cavalry, Caravans, and Myth Units gain +0.1 speed per
age.
• Stables and Markets are 30% cheaper.
• Market exchange rates improved by 15%.
• A free Hippocampus respawns at the first Dock.
",GOD OF THE SEA
quetzalcoatl,major_god,,,,,,,,,,,,,,,,,,,,,,,,,,Focus: Warrior Priests and Nobles Hut Warriors.,"• Warrior Priests generate 0.05 Favor per second by
performing Bloodletting at Temples.
• Calpullis and their additions cost -33%.
• Nobles’ Hut units +15% hitpoints.
• Eagle Warriors +2 Range.
","GOD OF WIND, ARTS, AND WISDOM"
ra,major_god,,,,,,,,,,,,,,,,,,,,,,,,,,Focus: Migdol Stronghold units and Empowerment.,"• Laborers gather from Berry Bushes 25% faster.
• +15% Camel Rider, Chariot Archer, and War Elephant
hitpoints.
• Pharaoh-empowered Monuments empower nearby
buildings (60% efficiency of Pharaohs).
• Priests can empower (60% efficiency of Pharaohs).
",GOD OF THE SUN
set,major_god,,,,,,,,,,,,,,,,,,,,,,,,,,Focus: Barracks units.,"• Pharaohs can summon Animals of Set.
• Priests can convert wild animals, but converted
animals lose 25% of their Food.
• +5% Spearman, Axeman, and Slinger speed.
• Barracks, Siege Works, and Migdol Strongholds cost
-25% Gold.
• Monuments reduce the cost of units in nearby
Barracks and Migdol Strongholds by 10%.
",GOD OF TRICKERY
shennong,major_god,,,,,,,,,,,,,,,,,,,,,,,,,,"Focus: Farming, Myth Units, and Healing.","• God Blessing: Gift of Beasts
• On Favored Land: Myth units recover 1.5 hitpoints per
second, increasing by 1.5 per age.
• Farms are available in Archaic Age, and build instantly
on favored land.
• Plow, Irrigation, and Flood Control are researched
instantly for free in their respective ages.
",GOD OF AGRICULTURE AND HERBAL MEDICINE
susanoo,major_god,,,,,,,,,,,,,,,,,,,,,,,,,,Focus: Myth Units and God Powers.,"• Tributes a larger Favor reward with each Bushid6 tier.
• Myth units earn Bushid6 XP passively, and through
combat.
• Invoking a God Power makes others 25% cheaper to
reinvoke.
• Unit special abilities recharge 25% faster.
",GOD OF CHAOS AND STORMS.
tezcatlipoca,major_god,,,,,,,,,,,,,,,,,,,,,,,,,,Focus: Defense and Myth Units.,"• Every 2 Myth Units lost spawn an Obsidian Shard; if
the Shard survives long enough, it summons a free
Myth Unit of the current age.
• Tzompantli Towers and Traps are built 25% faster and
inflict +25% damage.
• Devoting Settlers grants +10%/+20%/+30%/+40%
more Favor per age.
• Jaguar Riders are unlocked an age earlier.
","GOD OF OBSIDIAN, DARKNESS, AND SORCERY"
thor,major_god,,,,,,,,,,,,,,,,,,,,,,,,,,Focus: Dwarves and Armory.,"• Start with Dwarves instead of Gatherers.
• Dwarves cost -10 Gold, and gather Food and Wood
nearly as fast as Gatherers.
• Dwarven Armory can be built and research upgrades in
any age.
• Receive a free Dwarf for each Dwarven Armory
upgrade researched.
• Can research 3 extra Dwarven Armory upgrades.
","GOD OF THUNDER, LIGHTNING, AND THE SKIES"
tsukuyomi,major_god,,,,,,,,,,,,,,,,,,,,,,,,,,"Focus: Technology, Shinobi, and Cavalry.","• Increases Shinobi and Cavalry attack with each
Bushid6 tier.
• Each technology researched grants Bushid6 XP.
• Advancing to the next Age is 25% faster.
- A free Kitsune appears at the Temple each Age.
",GOD OF THE MOON
zeus,major_god,,,,,,,,,,,,,,,,,,,,,,,,,,Focus: Infantry and Heroes.,"• Starts with 10 Favor.
• Gains Favor 20% faster.
• Myth units cost 1 less population.
• Infantry do +60% damage to buildings.
• Hoplites move 15% faster.
",KING OF THE OLYMPIAN GODS
aegir,minor_god,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ame no uzume,minor_god,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anubis,minor_god,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aphrodite,minor_god,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apollo,minor_god,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ares,minor_god,,,,,,,,,,,,,,,,,,,,,,,,,,,,
artemis,minor_god,,,,,,,,,,,,,,,,,,,,,,,,,,,,
athena,minor_god,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atlas,minor_god,,,,,,,,,,,,,,,,,,,,,,,,,,,"Titan of endurance. Focus: infantry.
",
baldr,minor_god,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bast,minor_god,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bragi,minor_god,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chiyou,minor_god,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coatlicue,minor_god,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coyolxauhqui,minor_god,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dionysus,minor_god,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forseti,minor_god,,,,,,,,,,,,,,,,,,,,,,,,,,,,
freyja,minor_god,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fujin,minor_god,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonggong,minor_god,,,,,,,,,,,,,,,,,,,,,,,,,,,,
goumang,minor_god,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hachiman,minor_god,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heimdall,minor_god,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hekate,minor_god,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hel,minor_god,,,,,,,,,,,,,,,,,,,,,,,,,,,,
helios,minor_god,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hephaestus,minor_god,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hera,minor_god,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hermes,minor_god,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hestia,minor_god,,,,,,,,,,,,,,,,,,,,,,,,,,,"Goddess of the hearth and
hospitality. Focus: population and
ranged soldiers.
",
horus,minor_god,,,,,,,,,,,,,,,,,,,,,,,,,,,,
houtu,minor_god,,,,,,,,,,,,,,,,,,,,,,,,,,,"g economy and defense.
",
huangdi,minor_god,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huehuecoyotl,minor_god,,,,,,,,,,,,,,,,,,,,,,,,,,,,
inari okami,minor_god,,,,,,,,,,,,,,,,,,,,,,,,,,,,
itzpapalotl,minor_god,,,,,,,,,,,,,,,,,,,,,,,,,,,"Goddess of war and obsidian.
Focus: Tonalli and Nobles Hut
soldiers.
",
leto,minor_god,,,,,,,,,,,,,,,,,,,,,,,,,,,,
malinalxochitl,minor_god,,,,,,,,,,,,,,,,,,,,,,,,,,,"_ Goddess of snakes, scorpions and
9) black magic. Focus: Poison and
curses.
",
Mictlantecuhtli,minor_god,,,,,,,,,,,,,,,,,,,,,,,,,,,"Y OES God of the dead and the
Underworld. Focus: Warrior Priests
and death.
",
minakatatomi,minor_god,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nephthys,minor_god,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Njord,minor_god,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nuba,minor_god,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oceanus,minor_god,,,,,,,,,,,,,,,,,,,,,,,,,,,,
okuninushi,minor_god,,,,,,,,,,,,,,,,,,,,,,,,,,,"God of nation-building and the
otherworld. Focus: Buildings and
Siege.
",
osiris,minor_god,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pan,minor_god,,,,,,,,,,,,,,,,,,,,,,,,,,,,
patecatl,minor_god,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prometheus,minor_god,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ptah,minor_god,,,,,,,,,,,,,,,,,,,,,,,,,,,,
raijin,minor_god,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rheia,minor_god,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rushou,minor_god,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sekhmet,minor_god,,,,,,,,,,,,,,,,,,,,,,,,,,,"weapons.
",
skadi,minor_god,,,,,,,,,,,,,,,,,,,,,,,,,,,"Goddess of winter and hunting.
“| Focus: economy and Throwing
Axemen.
",
sobek (hathor),minor_god,,,,,,,,,,,,,,,,,,,,,,,,,,,,
takemikazuchi,minor_god,,,,,,,,,,,,,,,,,,,,,,,,,,,,
theia,minor_god,,,,,,,,,,,,,,,,,,,,,,,,,,,"Titaness of sight. Focus: cavalry.
",
thoth,minor_god,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tlaloc,minor_god,,,,,,,,,,,,,,,,,,,,,,,,,,,"God of storms, rain, and maize.
’ Focus: Economy and Great
Temples.
",
tyr,minor_god,,,,,,,,,,,,,,,,,,,,,,,,,,,"God of warfare and protection.
Focus: infantry.
",
ullr,minor_god,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vidar,minor_god,,,,,,,,,,,,,,,,,,,,,,,,,,,,
watatsumi,minor_god,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xolotl,minor_god,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xuannu,minor_god,,,,,,,,,,,,,,,,,,,,,,,,,,,"Xuanni
Goddess of wisdom and military
strategy. Focus: healing and army
production.
",
zhurong,minor_god,,,,,,,,,,,,,,,,,,,,,,,,,,,,
creator's auspice (god blessing),bushido_god_blessing,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gift of beasts (god blessing),bushido_god_blessing,,,,,,,,,,,,,,,,,,,,,,,,,,,"| Shennong summons myth units from the next Age at your
Temple for free as you earn Favor.
",
way of the moon (bushido),bushido_god_blessing,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tsukuyomi grants:
• Cavalry & Shinobi: •3% attack /% per Bushid6 tier
achieved.
« # Guardhouse, 4. Dojo and #j)Stable Soldier upgrades
granted for free at each Bushido tier
",
way of the storm (bushido),bushido_god_blessing,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way of the sun (bushido),bushido_god_blessing,,,,,,,,,,,,,,,,,,,,,,,,,,,"Amaterasu grants:
• A permanent trickle of +1.0 & /second per Bushid6 tier
achieved.
- # Guardhouse, 4. Dojo and #j)Stable Soldier upgrades
granted for free at each Bushido tier
",
yin and yang (god blessing),bushido_god_blessing,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fuxi grants alternating bonuses, which swap every 4
minutes:
• Yin: Peasants and Kuafus gather + 10% faster.
• Yang: Human soldiers and siege weapons +10% damage.
",
ancestors,god_power,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arcadian meadow,god_power,,,,,,,,,,,,,,,,,,,,,,,,,,,"Target an area to temporarily turn it into a peaceful
meadow. Units and buildings inside the meadow cannot
attack.
",
asgardian bastion,god_power,,,,,,,,,,,,,,,,,,,,,,,,,,,"materialize into a spectral Hill Fort when fully constructed.
Builds faster in later ages.
",
blazing prairie,god_power,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blood pact,god_power,,,,,,,,,,,,,,,,,,,,,,,,,,,"Favor.
",
bolt,god_power,,,,,,,,,,,,,,,,,,,,,,,,,,,"A bolt of lightning from the sky strikes down any single
military unit.
",
bronze,god_power,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ceasefire,god_power,,,,,,,,,,,,,,,,,,,,,,,,,,,"Target anywhere on the map to prevent every player from
fighting and slow the construction of ranged fortifications
for a short period of time.
",
chaos,god_power,,,,,,,,,,,,,,,,,,,,,,,,,,,"Target a group of enemy units to make it temporarily
hostile to all.
",
citadel,god_power,,,,,,,,,,,,,,,,,,,,,,,,,,,"Select a Town Center belonging to you or an ally to
transform it into a mighty, defensive Citadel, which trains
units and researches technologies faster.
",
communal hearth,god_power,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corrupted ground,god_power,,,,,,,,,,,,,,,,,,,,,,,,,,,,
creation,god_power,,,,,,,,,,,,,,,,,,,,,,,,,,,"Target a location to create a number of Clay Peasants that
last for a couple of minutes. Spawns more Peasants in later
ages.
",
curse,god_power,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deconstruction,god_power,,,,,,,,,,,,,,,,,,,,,,,,,,,,
